person_name,title,first_name,middle_name,last_name,primary_role,all_roles,church_count,churches,church_names,city_count,cities,states,pdf_count,bulletin_count_with_date,earliest_bulletin,latest_bulletin,active_2026,active_2025,active_2024,years_active,confidence
Ivan Torres,Deacon,Ivan,,Torres,Deacon,Deacon,1,us-nm-las-cruces-holy-cross-0fa373f8,Holy Cross,1,Las Cruces,new_mexico,1,1,2020-04-19,2020-04-19,False,False,False,2020,high
Ivan Tou,Fr.,Ivan,,Tou,Priest,Priest,2,us-ca-berkeley-newman-hall-holy-spirit-parish-d011475c; us-ca-san-francisco-old-st-marys-cathedral-chinese-mission-46f9881c,Newman Hall-Holy Spirit Parish; Old St. Mary's Cathedral,2,Berkeley; San Francisco,california,2,1,2026-02-22,2026-02-22,True,False,False,2026,high
Ivan Trujillo,Rev.,Ivan,,Trujillo,Priest,Priest,1,us-nj-carteret-st-joseph-038f00b9,St. Joseph,1,Carteret,new_jersey,1,1,2024-07-28,2024-07-28,False,False,True,2024,high
Ivan Turyk,Fr.,Ivan,,Turyk,Priest,Priest,1,us-nj-perth-amboy-assumption-of-blessed-virgin-mary-ukrainian-e086d359,Assumption of Blessed Virgin Mary (Ukrainian),1,Perth Amboy,new_jersey,1,1,2021-03-07,2021-03-07,False,False,False,2021,high
Ivan Vap,Msgr.,Ivan,,Vap,Monsignor,Monsignor,2,us-ne-crete-sacred-heart-d8e3ddaa; us-ne-north-platte-st-elizabeth-ann-seton-79e7af97,Sacred Heart; St. Elizabeth Ann Seton,2,Crete; North Platte,nebraska,2,1,2024-01-20,2024-01-20,False,False,True,2024,high
Ivan Weis,Reverend,Ivan,,Weis,Priest,Priest,1,us-ms-ocean-springs-st-alphonsus-afd7fa41,St. Alphonsus,1,Ocean Springs,mississippi,1,1,2025-07-01,2025-07-01,False,True,False,2025,high
Ivana Morris,Sr.,Ivana,,Morris,Sister,Sister,1,us-ks-kansas-city-holy-family-70450bcc,Holy Family,1,Kansas City,kansas,1,1,2024-10-13,2024-10-13,False,False,True,2024,high
Iver Johnson,Deacon,Iver,,Johnson,Deacon,Deacon,2,us-mt-canyon-ferry-our-lady-of-the-lake-da7c77b1; us-mt-east-helena-ss-cyril-and-methodius-29753db9,Mission of Our Lady of the Lake; Parish of Sts. Cyril and Methodius,2,Canyon Ferry; East Helena,montana,2,1,2026-02-22,2026-02-22,True,False,False,2026,high
Ivo Rocha,Fr.; Msgr.,Ivo,,Rocha,Monsignor,Monsignor; Priest,2,us-ca-newman-st-joachim-fde99347; us-ca-turlock-our-lady-of-the-assumption-9e6525bf,Our Lady of the Assumption; St. Joachim,2,Newman; Turlock,california,2,1,2024-05-01,2024-05-01,False,False,True,2024,high
Ivo Schoch,Sr.,Ivo,,Schoch,Sister,Sister,1,us-nd-bismarck-corpus-christi-0a3bbdfd,Corpus Christi,1,Bismarck,north_dakota,1,1,2025-06-29,2025-06-29,False,True,False,2025,high
Izabela Maria,Sr.,Izabela,,Maria,Sister,Sister,1,us-il-niles-st-john-brebeuf-36a5eecb,St. John Brebeuf,1,Niles,illinois,1,1,2025-12-07,2025-12-07,False,True,False,2025,high
JB Hung Pham,Fr.,JB,Hung,Pham,Priest,Priest,1,us-ca-altadena-sacred-heart-fc3d10f1,Sacred Heart,1,Altadena,california,1,1,2023-07-09,2023-07-09,False,False,False,2023,high
JC Barbara Giori,Fr.,JC,Barbara,Giori,Celebrant,Celebrant,2,us-nj-bordentown-st-mary-church-part-of-mary-mother-of-the-church-parish-d52be918; us-nj-roebling-holy-assumption-church-part-of-mary-mother-of-the-church-parish-7a63e34a,"Holy Assumption; St. Mary (Part of Mary, Mother Of The Church Parish)",2,Bordentown; Roebling,new_jersey,3,1,2026-02-22,2026-02-22,True,False,False,2026,high
JC Judy Caruso,Fr.,JC,Judy,Caruso,Celebrant,Celebrant,2,us-nj-bordentown-st-mary-church-part-of-mary-mother-of-the-church-parish-d52be918; us-nj-roebling-holy-assumption-church-part-of-mary-mother-of-the-church-parish-7a63e34a,"Holy Assumption; St. Mary (Part of Mary, Mother Of The Church Parish)",2,Bordentown; Roebling,new_jersey,3,1,2026-01-25,2026-01-25,True,False,False,2026,high
JC Steve Dey,Fr.,JC,Steve,Dey,Celebrant,Celebrant,2,us-nj-bordentown-st-mary-church-part-of-mary-mother-of-the-church-parish-d52be918; us-nj-roebling-holy-assumption-church-part-of-mary-mother-of-the-church-parish-7a63e34a,"Holy Assumption; St. Mary (Part of Mary, Mother Of The Church Parish)",2,Bordentown; Roebling,new_jersey,3,1,2026-02-01,2026-02-01,True,False,False,2026,high
JC usher before,Fr.,JC,usher,before,Celebrant,Celebrant,2,us-nj-bordentown-st-mary-church-part-of-mary-mother-of-the-church-parish-d52be918; us-nj-roebling-holy-assumption-church-part-of-mary-mother-of-the-church-parish-7a63e34a,"Holy Assumption; St. Mary (Part of Mary, Mother Of The Church Parish)",2,Bordentown; Roebling,new_jersey,3,1,2026-02-08,2026-02-08,True,False,False,2026,high
Jace Mooney,Sr.,Jace,,Mooney,Sister,Sister,1,us-oh-girard-st-rose-d46dbbd0,St. Rose,1,Girard,ohio,1,0,,,False,False,False,,high
Jacek A. Dada,Rev.,Jacek,A.,Dada,Priest,Priest,2,us-il-chicago-queen-of-peace-parish-our-lady-mother-of-the-church-4ecff700; us-il-chicago-queen-of-peace-parish-st-eugene-cd88f6ec,Our Lady Mother of the Church; St. Eugene,1,Chicago,illinois,2,1,2025-12-28,2025-12-28,False,True,False,2025,high
Jacek Bialkowski,Rev.,Jacek,,Bialkowski,Priest,Priest,1,us-pa-wellsboro-st-peter-df91e869,St. Peter,1,Wellsboro,pennsylvania,1,0,,,False,False,False,,high
Jacek Buda,Fr.,Jacek,,Buda,Priest,Priest,1,us-ca-oakland-st-albert-c04fc00f,Priory Chapel of St. Albert the Great,1,Oakland,california,1,0,,,False,False,False,,high
Jacek Dada,Rev.,Jacek,,Dada,Priest,Priest,2,us-il-chicago-queen-of-peace-parish-our-lady-mother-of-the-church-4ecff700; us-il-chicago-queen-of-peace-parish-st-eugene-cd88f6ec,Our Lady Mother of the Church; St. Eugene,1,Chicago,illinois,2,1,2025-12-28,2025-12-28,False,True,False,2025,high
Jacek Mazur,Fr.; Rev.,Jacek,,Mazur,Priest,Priest,3,us-ny-buffalo-corpus-christi-558ab1f6; us-ny-buffalo-st-louis-rc-church-e5318c39; us-tn-dickson-st-christopher-03dae1d9,Corpus Christi; St. Christopher; St. Louis RC Church,2,Buffalo; Dickson,new_york; tennessee,3,2,2025-11-09,2026-02-02,True,True,False,2025; 2026,high
Jacek Orzechowski,Br.; Father,Jacek,,Orzechowski,Priest,Brother; Priest,2,us-ct-new-britain-holy-cross-church-7c9f3303; us-ny-troy-st-anthony-of-padua-9751225d,Holy Cross Church; St. Anthony of Padua,2,New Britain; Troy,connecticut; new_york,2,1,2025-09-21,2025-09-21,False,True,False,2025,high
Jacek Stanislawski,Rev.,Jacek,,Stanislawski,Priest,Priest,1,us-nj-spotswood-immaculate-conception-5fca1d27,Immaculate Conception,1,Spotswood,new_jersey,1,1,2018-02-25,2018-02-25,False,False,False,2018,high
Jacek Walkiewicz,Fr.,Jacek,,Walkiewicz,Priest,Priest,1,us-il-chicago-st-jane-de-chantal-church-st-faustina-kowalska-parish-96122830,St. Jane de Chantal (St. Faustina Kowalska Parish),1,Chicago,illinois,1,1,2024-04-01,2024-04-01,False,False,True,2024,high
Jacek X Jen,Fr.,Jacek,X,Jen,Priest,Priest,1,us-pa-wellsboro-st-peter-df91e869,St. Peter,1,Wellsboro,pennsylvania,1,0,,,False,False,False,,high
Jacinta Conklin,Sister,Jacinta,,Conklin,Sister,Sister,2,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0,Holy Rosary; St. John the Baptist,1,Erie,pennsylvania,2,0,,,False,False,False,,high
Jacinta Kioko,Sr.,Jacinta,,Kioko,Sister,Sister,2,us-pa-reading-holy-rosary-a964c9c4; us-pa-shillington-st-john-baptist-de-la-salle-432a851f,Holy Rosary; St. John Baptist de la Salle,2,Reading; Shillington,pennsylvania,2,1,2022-09-18,2022-09-18,False,False,False,2022,high
Jacinta Marie,Sister,Jacinta,,Marie,Sister,Sister,4,us-nd-ellendale-st-helena-45c66a02; us-nd-fullerton-st-patrick-8d9a35d0; us-nd-mantador-sts-peter-paul-c167c572; us-nd-mooreton-st-anthony-5425f954,St. Anthony; St. Helena; St. Patrick; Sts. Peter and Paul,4,Ellendale; Fullerton; Mantador; Mooreton,north_dakota,4,2,2025-11-09,2026-01-25,True,True,False,2025; 2026,high
Jacinta Marto,Sister,Jacinta,,Marto,Sister,Sister,1,us-ca-el-cajon-our-lady-of-grace-9f7b35d2,Our Lady of Grace,1,El Cajon,california,1,1,2023-05-07,2023-05-07,False,False,False,2023,high
Jacinta Powers,Sr.,Jacinta,,Powers,Sister,Sister,1,us-ky-owensboro-precious-blood-967c0aaf,Precious Blood,1,Owensboro,kentucky,1,1,2026-02-15,2026-02-15,True,False,False,2026,high
Jacinta Rodriguez,Sr.,Jacinta,,Rodriguez,Sister,Sister,1,us-ny-brooklyn-st-fortunata-323f7396,St. Fortunata,1,Brooklyn,new_york,1,1,2012-07-20,2012-07-20,False,False,False,2012,high
Jacinta Sarna,Fr.,Jacinta,,Sarna,Priest,Priest,1,us-ca-concord-queen-of-all-saints-a6b84f30,Queen of All Saints,1,Concord,california,1,0,,,False,False,False,,high
Jacinto Abelardo,Msgr.,Jacinto,,Abelardo,Monsignor,Monsignor,1,us-tx-san-antonio-st-anthony-mary-claret-bb4d3686,St. Anthony Mary Claret,1,San Antonio,texas,1,1,2025-09-01,2025-09-01,False,True,False,2025,high
Jacinto Chapin,Fr.,Jacinto,,Chapin,Priest,Priest,6,us-in-bloomington-mother-of-the-redeemer-retreat-center-001ae7f7; us-in-bloomington-st-paul-catholic-center-in-university-edfa0a6a; us-in-loogootee-saint-john-fe2e5827; us-in-loogootee-saint-joseph-9c11f846; us-in-loogootee-st-martin-hall-5dccd45d; us-in-shoals-st-marys-hall-immaculate-conception-d8eb75f5,Mother of the Redeemer Retreat Center; St Martin Hall; St. John; St. Joseph; St. Mary (Immaculate Conception); St. Paul Catholic Center,3,Bloomington; Loogootee; Shoals,indiana,6,3,2025-05-01,2025-06-08,False,True,False,2025,high
Jacinto Mary,Fr.,Jacinto,,Mary,Priest,Priest,2,us-ny-syracuse-holy-family-39cdc5a8; us-ny-syracuse-st-patrick-st-brigid-eb3a299b,Holy Family; St. Patrick-St. Brigid,1,Syracuse,new_york,2,2,2025-10-12,2025-10-19,False,True,False,2025,high
Jacinto Ministerio,Deacon,Jacinto,,Ministerio,Deacon,Deacon,1,us-nj-dunellen-st-john-the-evangelist-816413d7,St. John the Evangelist,1,Dunellen,new_jersey,1,1,2025-12-07,2025-12-07,False,True,False,2025,high
Jacinto Olguin,Fr.; Rev.,Jacinto,,Olguin,Priest,Priest,2,us-tx-laredo-divine-mercy-3615c5de; us-tx-laredo-st-patrick-60747cdd,Divine Mercy; St. Patrick,1,Laredo,texas,2,2,2024-02-02,2024-09-08,False,False,True,2024,high
Jacinto Panganiban,Sr.,Jacinto,,Panganiban,Sister,Sister,1,us-nj-turnersville-saints-peter-and-paul-c917ec32,Sts. Peter and Paul,1,Turnersville,new_jersey,1,0,,,False,False,False,,high
Jacinto Rito,Deacon,Jacinto,,Rito,Deacon,Deacon,1,us-nj-dunellen-st-john-the-evangelist-816413d7,St. John the Evangelist,1,Dunellen,new_jersey,1,1,2025-12-07,2025-12-07,False,True,False,2025,high
Jacinto Verdin,Fr.,Jacinto,,Verdin,Priest,Priest,1,us-ca-soledad-our-lady-of-solitude-981bd011,Our Lady of Solitude Church,1,Soledad,california,1,1,2025-02-23,2025-02-23,False,True,False,2025,high
Jack A. Glover,Dcn.,Jack,A.,Glover,Deacon,Deacon,1,us-la-madisonville-st-anselm-a0d11511,St. Anselm,1,Madisonville,louisiana,1,1,2025-04-13,2025-04-13,False,True,False,2025,high
Jack Ahern,Fr.,Jack,,Ahern,Priest,Priest,2,us-ma-dorchester-st-gregory-ef669303; us-ny-syracuse-holy-family-39cdc5a8,Holy Family; St. Gregory,2,Dorchester; Syracuse,massachusetts; new_york,2,2,2025-01-05,2026-02-22,True,True,False,2025; 2026,high
Jack Albert,Fr.,Jack,,Albert,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Alexander,Deacon,Jack,,Alexander,Deacon,Deacon,1,us-ky-elsmere-st-henry-catholic-church-71374966,St. Henry Roman Catholic Church,1,Elsmere,kentucky,1,0,,,False,False,False,,high
Jack Arlotta,Rev.,Jack,,Arlotta,Priest,Priest,1,us-ny-middletown-saint-joseph-0289cbf6,St. Joseph,1,Middletown,new_york,1,1,2024-08-04,2024-08-04,False,False,True,2024,high
Jack Baker,Fr.,Jack,,Baker,Priest,Priest,1,us-mi-birmingham-holy-name-cbd7ea58,Holy Name,1,Birmingham,michigan,1,0,,,False,False,False,,high
Jack Bartholomew,Fr.,Jack,,Bartholomew,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Bauer,Father,Jack,,Bauer,Priest,Priest,2,us-pa-erie-holy-rosary-mission-4268411b; us-pa-erie-st-john-the-baptist-ac0d02a0,Holy Rosary; St. John the Baptist,1,Erie,pennsylvania,2,0,,,False,False,False,,high
Jack Bendik,Msgr.,Jack,,Bendik,Monsignor,Monsignor,4,us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5; us-pa-wilkes-barre-st-andrew-b3c1ceae,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Meinrad Archabbey, Our Lady of Einsiedeln Church; St. Patrick",3,Saint Meinrad; St. Meinrad; Wilkes-Barre,indiana; pennsylvania,4,1,2026-02-22,2026-02-22,True,False,False,2026,high
Jack Bentz,Fr.,Jack,,Bentz,Priest,Priest,1,us-wa-spokane-st-aloysius-gonzaga-ab38d70d,St. Aloysius,1,Spokane,washington,1,0,,,False,False,False,,high
Jack Brunner,,Jack,,Brunner,PRIEST,PRIEST,1,us-il-berwyn-st-odilo-parish-national-shrine-of-the-poor-souls-9bc627d7,National Shrine of the Poor Souls,1,Berwyn,illinois,1,0,,,False,False,False,,high
Jack Buckley,,Jack,,Buckley,Deacon,Deacon,1,us-tx-san-antonio-st-pius-x-0a7ea73d,St. Pius X,1,San Antonio,texas,1,1,2020-08-02,2020-08-02,False,False,False,2020,high
Jack C. Grimes,Fr.,Jack,C.,Grimes,Priest,Priest,2,us-nj-old-bridge-st-thomas-the-apostle-9869061d; us-nj-south-river-corpus-christi-b48c3449,Corpus Christi; St. Thomas the Apostle,2,Old Bridge; South River,new_jersey,2,2,2024-09-15,2026-02-15,True,False,True,2024; 2026,high
Jack Caldwell,Fr.,Jack,,Caldwell,Priest,Priest,3,us-fl-panama-city-saint-dominic-847edc7a; us-ky-lebanon-st-augustine-6f3c681b; us-oh-columbus-st-andrew-catholic-church-parish-office-8657340b,St. Andrew Catholic Church Parish Office; St. Augustine; St. Dominic,3,Columbus; Lebanon; Panama City,florida; kentucky; ohio,4,1,2025-07-01,2025-07-01,False,True,False,2025,high
Jack Campbell,Msgr.; Rev.,Jack,,Campbell,Monsignor,Monsignor; Priest,2,us-ca-mission-viejo-st-kilian-a27fc64e; us-fl-pensacola-little-flower-e3769f2e,Little Flower; St. Kilian,2,Mission Viejo; Pensacola,california; florida,2,1,2025-12-07,2025-12-07,False,True,False,2025,high
Jack Carmichael,Fr.,Jack,,Carmichael,Priest,Priest,2,us-ma-marlborough-st-matthias-4c156ca0; us-nj-summit-shrine-of-the-rosary-b62cecdb,Shrine of the Rosary; St. Matthias,2,Marlborough; Summit,massachusetts; new_jersey,2,1,2024-01-28,2024-01-28,False,False,True,2024,high
Jack Cathy,Fr.,Jack,,Cathy,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Cecilia,Fr.,Jack,,Cecilia,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Clark,Fr.,Jack,,Clark,Priest,Priest,1,us-ca-san-francisco-st-john-of-god-74ce35d7,St. John of God,1,San Francisco,california,1,0,,,False,False,False,,high
Jack Cobarrubias,Fr.,Jack,,Cobarrubias,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Cole,Sr.,Jack,,Cole,Sister,Sister,1,us-ny-copiague-our-lady-of-the-assumption-eacb8a06,Our Lady of the Assumption,1,Copiague,new_york,1,1,2025-10-01,2025-10-01,False,True,False,2025,high
Jack Cole Barry,,Jack,Cole,Barry,Priest,Priest,1,us-ny-copiague-our-lady-of-the-assumption-eacb8a06,Our Lady of the Assumption,1,Copiague,new_york,1,1,2024-08-01,2024-08-01,False,False,True,2024,high
Jack Collins,Fr.,Jack,,Collins,Priest,Priest,1,us-ny-new-york-saint-paul-the-apostle-a4c50eb1,St. Paul the Apostle,1,New York,new_york,1,1,2025-04-01,2025-04-01,False,True,False,2025,high
Jack Conley,Fr.,Jack,,Conley,Priest,Priest,3,us-ca-carmichael-our-lady-of-the-assumption-a77e5ce5; us-ca-roseville-st-rose-of-lima-e1776ce3; us-il-hardin-st-francis-of-assisi-st-norbert-83bccf69,Our Lady of Assumption; St. Norbert; St. Rose of Lima,3,Carmichael; Hardin; Roseville,california; illinois,3,2,2022-05-29,2024-07-07,False,False,True,2022; 2024,high
Jack Cryan,Reverend,Jack,,Cryan,Priest,Priest,1,us-nj-jersey-city-our-lady-of-mercy-fcd202c9,Our Lady of Mercy,1,Jersey City,new_jersey,1,1,2026-01-25,2026-01-25,True,False,False,2026,high
Jack Cullinane,Fr.,Jack,,Cullinane,Priest,Priest,1,us-ny-brooklyn-holy-name-of-jesus-ef836a56,Holy Name of Jesus,1,Brooklyn,new_york,1,1,2024-05-01,2024-05-01,False,False,True,2024,high
Jack Custer,Fr.,Jack,,Custer,Priest,Priest,2,us-ca-anaheim-annunciation-ruthenian-14eeea79; us-il-homer-glen-annunciation-of-the-mother-of-god-ruthenian-fded4716,Annunciation (Ruthenian); Annunciation of the Mother of God (Ruthenian),2,Anaheim; Homer Glen,california; illinois,2,1,2024-11-01,2024-11-01,False,False,True,2024,high
Jack Davis,Fr.,Jack,,Davis,Priest,Priest,2,us-nd-forman-st-mary-0b968344; us-nd-oakes-st-charles-borromeo-e178c64b,St. Charles Borromeo; St. Mary,2,Forman; Oakes,north_dakota,2,1,2024-04-07,2024-04-07,False,False,True,2024,high
Jack Dean,Fr.,Jack,,Dean,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Deets,,Jack,,Deets,Deacon,Deacon,2,us-wi-denmark-st-james-d77b4602; us-wi-kellnersville-st-joseph-0f9dde6b,St. James; St. Joseph,2,Denmark; Kellnersville,wisconsin,2,1,2025-08-03,2025-08-03,False,True,False,2025,high
Jack Donahue,Fr.,Jack,,Donahue,Priest,Priest,1,us-mn-saint-paul-st-agnes-0634efb5,St. Agnes,1,Saint Paul,minnesota,1,0,,,False,False,False,,high
Jack Doran,Msgr.,Jack,,Doran,Monsignor,Monsignor,1,us-nj-south-orange-our-lady-of-sorrows-5de4685b,Our Lady of Sorrows,1,South Orange,new_jersey,1,0,,,False,False,False,,high
Jack Dowling,Rev.,Jack,,Dowling,Priest,Priest,1,us-il-chicago-st-turibius-e5842228,St. Turibius,1,Chicago,illinois,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Jack Durkin,Rev.,Jack,,Durkin,Priest,Priest,1,us-ga-duluth-st-monica-9300c684,St. Monica,1,Duluth,georgia,1,0,,,False,False,False,,high
Jack Ebert,,Jack,,Ebert,Deacon,Deacon,2,us-wi-denmark-st-james-d77b4602; us-wi-kellnersville-st-joseph-0f9dde6b,St. James; St. Joseph,2,Denmark; Kellnersville,wisconsin,2,1,2025-09-21,2025-09-21,False,True,False,2025,high
Jack Edward,Fr.,Jack,,Edward,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Elam,Deacon,Jack,,Elam,Deacon,Deacon,3,us-oh-granville-saint-edward-the-confessor-8d73104e; us-oh-newark-saint-francis-de-sales-6e889e79; us-oh-worthington-st-michael-the-archangel-8b61a971,St Edward the Confessor; St. Francis de Sales; St. Michael the Archangel,3,Granville; Newark; Worthington,ohio,3,2,2025-08-31,2025-11-02,False,True,False,2025,high
Jack Elizabeth,Fr.,Jack,,Elizabeth,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Farley,Fr.,Jack,,Farley,Priest,Priest,2,us-il-oak-park-ascension-97fbf340; us-il-oak-park-st-edmund-church-ascension-and-st-edmund-parish-be226bbc,Ascension; St. Edmund (Ascension and St. Edmund Parish),1,Oak Park,illinois,2,0,,,False,False,False,,high
Jack Finn,Deacon,Jack,,Finn,Deacon,Deacon,1,us-la-mandeville-mary-queen-of-peace-466d3a8b,Mary Queen of Peace,1,Mandeville,louisiana,1,0,,,False,False,False,,high
Jack Finnegan,Father,Jack,,Finnegan,Priest,Priest,1,us-ma-taunton-st-andrew-the-apostle-c03841fd,St. Andrew the Apostle Parish,1,Taunton,massachusetts,1,0,,,False,False,False,,high
Jack Flaherty,Father,Jack,,Flaherty,Priest,Priest,1,us-ia-cedar-rapids-all-saints-c85e0a41,All Saints,1,Cedar Rapids,iowa,1,0,,,False,False,False,,high
Jack Frain,Father,Jack,,Frain,Priest,Priest,1,us-ny-belle-harbor-st-francis-de-sales-955b1c90,St. Francis de Sales,1,Belle Harbor,new_york,1,0,,,False,False,False,,high
Jack Franca,Deacon,Jack,,Franca,Deacon,Deacon,2,us-ny-brooklyn-st-augustine-st-augustine-st-francis-xavier-parish-d397a47f; us-ny-brooklyn-st-francis-xavier-st-augustine-st-francis-xavier-parish-650188f3,St. Augustine (St. Augustine-St. Francis Xavier Parish); St. Francis Xavier Church (St. Augustine-St. Francis Xavier Parish),1,Brooklyn,new_york,2,0,,,False,False,False,,high
Jack Frances,Fr.,Jack,,Frances,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Franko,Rev.,Jack,,Franko,Priest,Priest,1,us-tx-port-isabel-our-lady-star-of-the-sea-5639a955,"Our Lady, Star of the Sea",1,Port Isabel,texas,1,1,2025-01-12,2025-01-12,False,True,False,2025,high
Jack Fruge,Fr.,Jack,,Fruge,Priest,Priest,2,us-la-eunice-st-anthony-of-padua-64a815cd; us-la-eunice-st-mathilda-696c3517,St. Anthony of Padua; St. Mathilda,1,Eunice,louisiana,2,1,2025-12-28,2025-12-28,False,True,False,2025,high
Jack Gladys,Fr.,Jack,,Gladys,Priest,Priest,1,us-md-silver-spring-st-andrew-apostle-c19d9f32,St. Andrew Apostle,1,Silver Spring,maryland,1,0,,,False,False,False,,high
Jack Gleason,Rev.,Jack,,Gleason,Priest,Priest,1,us-ok-tulsa-st-bernard-of-clairvaux-ecc4fdc3,St. Bernard of Clairvaux,1,Tulsa,oklahoma,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Jack Glover,Dcn.,Jack,,Glover,Deacon,Deacon,1,us-la-madisonville-st-anselm-a0d11511,St. Anselm,1,Madisonville,louisiana,1,1,2025-05-04,2025-05-04,False,True,False,2025,high
Jack Goeke,Fr.,Jack,,Goeke,Priest,Priest,1,us-ky-edgewood-st-pius-x-school-0be51657,St Pius X School,1,Edgewood,kentucky,1,0,,,False,False,False,,high
Jack Gorman,Bishop,Jack,,Gorman,Bishop,Bishop,1,us-il-tinley-park-st-george-275260d1,St. George,1,Tinley Park,illinois,1,1,2025-06-01,2025-06-01,False,True,False,2025,high
Jack Granato,Deacon,Jack,,Granato,Deacon,Deacon,1,us-nm-albuquerque-our-lady-of-the-assumption-90e4b7fa,Our Lady of the Assumption,1,Albuquerque,new_mexico,1,1,2024-08-18,2024-08-18,False,False,True,2024,high
Jack Gray,Deacon,Jack,,Gray,Deacon,Deacon,1,us-nj-hillsdale-st-john-the-baptist-58b0d5fb,St. John the Baptist,1,Hillsdale,new_jersey,1,0,,,False,False,False,,high
